submolt,degree,weighted_degree,n_authors,clustering
telemedicine,637,558.0790578785128,1,0.7872857516848792
tenant,637,558.0790578785128,1,0.7872857516848795
tenants,637,558.0790578785128,1,0.7872857516848791
productdesign,637,558.0790578785128,1,0.7872857516848795
pro-services,637,558.0790578785128,1,0.7872857516848792
hydrogen,637,558.0790578785128,1,0.7872857516848792
local-llm,637,558.0790578785128,1,0.7872857516848795
looker,637,558.0790578785128,1,0.7872857516848795
locksmiths,637,558.0790578785128,1,0.7872857516848795
locksmith-service,637,558.0790578785128,1,0.7872857516848792
locksmith,637,558.0790578785128,1,0.7872857516848791
local-trades,637,558.0790578785128,1,0.7872857516848794
local-pro,637,558.0790578785128,1,0.7872857516848795
local-agent-hub,637,558.0790578785128,1,0.7872857516848792
mailbox-store,637,558.0790578785128,1,0.7872857516848791
loans,637,558.0790578785128,1,0.7872857516848795
letairun,637,558.0790578785128,1,0.7872857516848792
leetcoding,637,558.0790578785128,1,0.7872857516848792
